timestamp,open,high,low,close,volume
1684073100000,26895.88,26895.89,26882.75,26883.04,55.25357
1684073400000,26883.03,26883.65,26878.34,26881.82,56.68057
1684073700000,26881.82,26882.74,26879.98,26879.99,35.86934
1684074000000,26879.99,26879.99,26856.37,26862.94,40.23002
1684074300000,26862.95,26876.34,26857.94,26867.55,36.21033
1684074600000,26867.56,26882.73,26862.29,26882.72,52.31296
1684074900000,26882.72,26902.19,26850.11,26854.44,52.21459
1684075200000,26854.45,26920.0,26854.44,26893.68,85.96318
1684075500000,26893.68,26900.5,26874.62,26880.71,59.20283
1684075800000,26880.72,26922.77,26876.63,26916.27,87.59956
1684076100000,26916.28,26977.0,26911.38,26963.41,258.99081
1684076400000,26963.42,27029.62,26960.98,27020.54,447.53455
1684076700000,27020.55,27200.0,27015.9,27133.09,1053.51427
1684077000000,27133.1,27143.12,27055.55,27078.43,403.15353
1684077300000,27078.44,27143.12,27073.85,27091.69,309.5134
1684077600000,27091.68,27104.3,27048.19,27074.23,214.18392
1684077900000,27074.23,27082.75,27060.17,27064.19,128.09414
1684078200000,27064.2,27064.99,27007.5,27015.36,258.40683
1684078500000,27015.36,27062.59,26992.44,27051.38,227.91132
1684078800000,27051.38,27098.78,27051.38,27094.33,175.06038
1684079100000,27094.33,27136.33,27094.32,27119.79,312.58575
1684079400000,27119.78,27119.79,27069.41,27086.4,142.44995
1684079700000,27086.39,27093.21,27064.23,27082.02,89.59839
1684080000000,27082.01,27105.86,27082.01,27096.99,114.86058
1684080300000,27097.0,27133.33,27096.99,27133.32,187.26398
1684080600000,27133.33,27135.04,27066.66,27066.67,144.9597
1684080900000,27066.67,27082.0,27022.2,27040.03,160.46157
1684081200000,27040.03,27064.99,27018.7,27060.07,101.89698
1684081500000,27060.06,27061.5,27027.02,27043.11,60.39512
1684081800000,27043.1,27048.48,27031.77,27035.31,43.66412
1684082100000,27035.32,27047.55,27010.17,27015.08,88.50177
1684082400000,27015.09,27042.93,26991.01,27014.64,89.72334
1684082700000,27014.65,27034.98,27014.64,27025.07,63.16645
1684083000000,27025.07,27026.14,26993.91,26999.99,105.6346
1684083300000,27000.0,27005.55,26925.17,26958.7,205.94656
1684083600000,26958.69,26960.49,26918.14,26945.2,203.31449
1684083900000,26945.21,26945.21,26918.14,26926.32,105.01761
1684084200000,26926.32,26929.51,26866.09,26899.27,273.50769
1684084500000,26899.27,26930.62,26885.0,26927.53,103.98484
1684084800000,26927.53,26958.02,26926.85,26935.82,64.29743
1684085100000,26935.82,26975.64,26922.53,26975.63,69.8653
1684085400000,26975.64,26982.02,26950.0,26950.0,60.32838
1684085700000,26950.01,26959.41,26934.56,26959.41,50.48955
1684086000000,26959.4,26959.41,26935.63,26959.27,51.01041
1684086300000,26959.27,26959.28,26928.05,26933.96,49.26597
1684086600000,26933.95,26954.97,26926.12,26940.81,41.96263
1684086900000,26940.8,26940.81,26920.79,26940.72,45.88702
1684087200000,26940.71,26940.72,26925.09,26928.44,56.70928
1684087500000,26928.43,26941.93,26928.43,26940.25,56.80115
1684087800000,26940.24,26948.03,26935.91,26948.03,28.03249
1684088100000,26948.02,26953.49,26856.0,26917.22,318.74424
1684088400000,26917.22,26917.28,26885.88,26902.34,87.26532
1684088700000,26902.34,26920.58,26901.54,26917.66,63.5704
1684089000000,26917.65,26917.67,26901.7,26917.67,40.73608
1684089300000,26917.67,26942.76,26917.66,26937.4,57.76604
1684089600000,26937.39,26937.4,26932.52,26935.0,21.88345
1684089900000,26935.01,26937.3,26920.0,26928.14,49.27963
1684090200000,26928.13,26928.14,26893.28,26893.29,40.1895
1684090500000,26893.28,26920.72,26892.14,26920.72,44.96563
1684090800000,26920.72,26925.36,26878.24,26878.25,99.62817
1684091100000,26878.24,26938.99,26862.04,26937.88,144.78466
1684091400000,26937.89,26939.35,26905.65,26909.52,57.93807
1684091700000,26909.53,26922.3,26895.35,26895.35,36.52357
1684092000000,26895.35,26895.36,26828.66,26881.51,128.78155
1684092300000,26881.5,26881.51,26827.23,26849.35,115.93415
1684092600000,26849.34,26852.39,26833.23,26840.15,59.78922
1684092900000,26840.15,26868.73,26836.23,26840.18,92.26596
1684093200000,26840.18,26873.06,26840.17,26873.06,51.00468
1684093500000,26873.06,26902.62,26873.05,26888.51,48.71665
1684093800000,26888.5,26888.51,26868.49,26868.49,27.64518
1684094100000,26868.49,26899.18,26866.89,26878.97,55.5094
1684094400000,26878.96,26881.57,26842.57,26852.41,136.69001
1684094700000,26852.41,26872.72,26852.4,26871.86,33.96768
1684095000000,26871.86,26885.28,26866.0,26877.84,38.31433
1684095300000,26877.83,26879.56,26872.96,26875.15,36.0866
1684095600000,26875.14,26875.15,26845.22,26865.58,74.12019
1684095900000,26865.58,26887.54,26865.57,26887.53,22.64289
1684096200000,26887.53,26912.52,26887.53,26912.52,59.33711
1684096500000,26912.52,26923.04,26901.0,26914.41,55.23782
1684096800000,26914.41,26930.0,26911.63,26911.64,35.55231
1684097100000,26911.63,26955.0,26903.04,26944.27,89.58242
1684097400000,26944.26,26961.55,26933.03,26936.23,81.73185
1684097700000,26936.23,26945.29,26931.15,26942.55,23.50381
1684098000000,26942.55,26942.55,26916.75,26919.02,73.6558
1684098300000,26919.03,26957.93,26919.02,26955.5,87.67761
1684098600000,26955.51,26955.51,26938.48,26939.81,53.41043
1684098900000,26939.81,26939.81,26923.51,26927.62,41.1228
1684099200000,26927.62,26929.14,26914.31,26918.35,42.80227
1684099500000,26918.34,26940.0,26902.81,26912.62,99.75338
1684099800000,26912.62,26920.57,26898.1,26920.57,58.37769
1684100100000,26920.57,26933.22,26896.97,26896.98,43.90917
1684100400000,26896.98,26907.32,26888.0,26907.31,44.6338
1684100700000,26907.32,26924.0,26882.03,26923.99,36.55663
1684101000000,26923.99,26924.0,26895.78,26898.11,49.98773
1684101300000,26898.12,26906.63,26898.11,26906.62,16.16478
1684101600000,26906.62,26906.63,26870.42,26891.76,67.42511
1684101900000,26891.76,26916.94,26891.76,26916.94,64.55751
1684102200000,26916.93,26921.84,26916.93,26918.66,30.78723
1684102500000,26918.66,26918.67,26902.92,26911.62,27.30786
1684102800000,26911.61,26943.63,26911.61,26928.39,49.23984
1684103100000,26928.38,26930.0,26908.39,26913.01,35.35561
1684103400000,26913.0,26934.12,26913.0,26934.12,29.59171
1684103700000,26934.12,26934.12,26884.11,26893.13,44.14341
1684104000000,26893.14,26910.0,26893.13,26907.81,20.55399
1684104300000,26907.81,26907.82,26900.31,26900.83,28.22446
1684104600000,26900.84,26901.25,26887.13,26901.24,19.07688
1684104900000,26901.25,26936.88,26892.56,26900.79,90.18262
1684105200000,26900.79,26903.34,26891.89,26896.86,53.24029
1684105500000,26896.85,26896.86,26863.33,26873.61,99.95749
1684105800000,26873.6,26889.67,26854.19,26870.7,101.4317
1684106100000,26870.71,26883.13,26866.3,26873.64,36.28025
1684106400000,26873.64,26910.99,26870.95,26909.39,47.68426
1684106700000,26909.39,26909.39,26893.1,26893.1,18.45597
1684107000000,26893.11,26925.39,26891.1,26925.38,40.16186
1684107300000,26925.39,26928.53,26908.76,26911.97,26.25051
1684107600000,26911.98,26923.24,26911.97,26916.71,16.77323
1684107900000,26916.72,26916.72,26900.79,26900.9,48.05354
1684108200000,26900.89,26906.23,26893.8,26906.23,95.30696
1684108500000,26906.23,26917.62,26906.22,26917.62,12.76328
1684108800000,26917.61,26931.24,26917.61,26928.95,71.76519
1684109100000,26928.96,26928.96,26900.95,26906.39,75.88607
1684109400000,26906.39,26927.99,26893.68,26910.69,99.16101
1684109700000,26910.69,26910.7,26726.0,26804.48,640.26199
1684110000000,26804.49,26828.34,26785.68,26820.89,109.42331
1684110300000,26820.89,26820.9,26776.79,26794.0,239.8865
1684110600000,26794.01,26830.26,26763.17,26828.89,112.35054
1684110900000,26828.89,26828.9,26743.94,26782.28,225.50087
1684111200000,26782.27,26790.82,26756.43,26769.42,102.8284
1684111500000,26769.41,26788.86,26740.0,26761.49,145.59161
1684111800000,26761.5,26775.77,26737.72,26759.92,162.55675
1684112100000,26759.92,26807.1,26752.95,26800.25,77.55124
1684112400000,26800.25,26800.26,26780.0,26798.83,73.95123
1684112700000,26798.84,26807.22,26790.0,26790.01,48.21346
1684113000000,26790.01,26829.99,26789.15,26829.99,88.39904
1684113300000,26829.98,26843.13,26814.31,26840.37,48.83167
1684113600000,26840.36,27021.84,26832.75,27003.13,336.7785
1684113900000,27003.83,27085.7,26987.95,26989.72,433.99885
1684114200000,26989.73,27066.11,26982.84,27060.88,247.07635
1684114500000,27060.88,27199.8,27060.88,27166.55,582.76075
1684114800000,27166.55,27184.16,27108.06,27127.21,327.47694
1684115100000,27127.21,27150.0,27107.3,27141.5,308.99485
1684115400000,27141.49,27290.93,27136.19,27275.91,504.71949
1684115700000,27275.9,27289.16,27180.0,27208.38,346.34331
1684116000000,27208.38,27253.52,27208.38,27222.39,318.74957
1684116300000,27222.4,27222.4,27148.14,27174.48,200.79794
1684116600000,27174.48,27202.82,27150.0,27171.17,155.10684
1684116900000,27171.17,27172.0,27122.21,27128.59,159.26024
1684117200000,27128.58,27192.65,27128.58,27183.25,254.96197
1684117500000,27183.25,27203.8,27144.74,27161.81,315.88449
1684117800000,27161.81,27193.01,27147.46,27193.01,283.34546
1684118100000,27193.0,27196.47,27161.42,27161.43,78.47232
1684118400000,27161.43,27193.73,27161.42,27190.55,42.32627
1684118700000,27190.56,27212.58,27160.73,27188.04,152.23521
1684119000000,27188.05,27241.31,27188.04,27212.57,128.15437
1684119300000,27212.56,27219.97,27162.06,27162.07,96.94867
1684119600000,27162.07,27184.21,27161.0,27178.93,113.27973
1684119900000,27178.93,27191.52,27178.92,27188.69,83.10689
1684120200000,27188.68,27207.7,27179.52,27180.73,76.20564
1684120500000,27180.72,27202.05,27170.32,27180.91,67.93113
1684120800000,27180.92,27190.0,27166.96,27178.14,50.63953
1684121100000,27178.14,27197.59,27177.22,27191.21,86.47068
1684121400000,27191.22,27248.63,27190.28,27198.89,200.37393
1684121700000,27198.9,27215.05,27193.21,27195.72,87.17749
1684122000000,27195.72,27215.86,27184.27,27207.77,132.73663
1684122300000,27207.78,27258.95,27207.77,27236.19,121.50143
1684122600000,27236.19,27241.18,27222.87,27230.61,59.42281
1684122900000,27230.61,27259.72,27230.57,27232.8,128.75708
1684123200000,27232.8,27300.0,27197.68,27205.3,443.38132
1684123500000,27205.3,27209.24,27182.98,27185.37,108.44148
1684123800000,27185.37,27200.0,27181.14,27181.15,65.67068
1684124100000,27181.15,27196.09,27180.69,27185.19,85.93606
1684124400000,27185.2,27201.12,27180.01,27191.95,91.07638
1684124700000,27191.94,27210.57,27191.94,27206.46,79.71004
1684125000000,27206.46,27218.17,27194.03,27195.18,130.07843
1684125300000,27195.17,27237.01,27195.17,27237.01,91.74913
1684125600000,27237.01,27237.01,27220.08,27220.08,88.14896
1684125900000,27220.09,27256.52,27220.08,27246.62,135.84876
