timestamp,open,high,low,close,volume
1679568300000,27636.34,27642.96,27633.99,27634.0,147.29173
1679568600000,27633.99,27634.0,27590.01,27612.73,176.04505
1679568900000,27612.72,27621.31,27607.13,27612.55,123.47987
1679569200000,27612.54,27612.97,27576.71,27576.71,226.84739
1679569500000,27576.72,27582.77,27563.07,27574.47,325.32916
1679569800000,27574.48,27574.48,27470.55,27498.87,601.30632
1679570100000,27498.87,27540.77,27486.68,27486.69,388.41011
1679570400000,27486.68,27524.98,27439.5,27520.47,518.3905
1679570700000,27520.46,27520.47,27490.01,27497.55,205.50342
1679571000000,27497.55,27533.48,27497.55,27533.47,186.20931
1679571300000,27533.48,27543.56,27450.26,27490.83,252.85647
1679571600000,27490.84,27500.4,27470.69,27500.0,179.16613
1679571900000,27499.99,27522.3,27499.99,27507.58,181.91172
1679572200000,27507.58,27535.2,27507.57,27535.01,372.07914
1679572500000,27535.0,27629.99,27534.29,27584.53,537.96307
1679572800000,27584.52,27584.53,27536.13,27549.99,326.32883
1679573100000,27550.0,27624.24,27549.99,27608.14,502.80698
1679573400000,27608.14,27629.0,27590.58,27614.67,280.64742
1679573700000,27614.68,27621.9,27591.97,27600.71,237.42569
1679574000000,27600.71,27645.37,27594.82,27604.88,258.86061
1679574300000,27604.88,27621.78,27576.56,27593.07,207.50859
1679574600000,27593.08,27635.26,27530.52,27562.29,547.54807
1679574900000,27562.28,27584.01,27536.21,27554.98,193.18698
1679575200000,27554.97,27554.99,27478.18,27508.11,451.96374
1679575500000,27508.11,27561.35,27503.67,27525.7,228.24911
1679575800000,27525.71,27529.72,27505.98,27510.99,156.98245
1679576100000,27510.98,27523.48,27450.0,27469.99,354.21676
1679576400000,27470.0,27495.68,27417.87,27461.76,511.41591
1679576700000,27461.76,27481.83,27441.43,27448.98,268.06587
1679577000000,27448.97,27483.92,27419.73,27419.74,421.69758
1679577300000,27419.73,27429.51,27281.0,27342.64,1361.03667
1679577600000,27342.68,27403.48,27310.34,27312.55,730.09852
1679577900000,27312.56,27392.57,27312.55,27358.05,316.44343
1679578200000,27358.05,27464.87,27358.04,27442.11,620.36199
1679578500000,27442.11,27451.67,27395.15,27408.2,348.20859
1679578800000,27408.19,27418.33,27314.81,27369.21,639.87099
1679579100000,27369.22,27401.74,27275.92,27299.99,550.1848
1679579400000,27300.0,27385.27,27280.15,27380.61,628.56645
1679579700000,27380.62,27394.84,27338.61,27369.0,297.07544
1679580000000,27369.01,27396.58,27320.75,27330.0,566.9483
1679580300000,27330.0,27368.48,27300.0,27309.93,486.91396
1679580600000,27309.94,27420.0,27303.1,27419.99,404.86387
1679580900000,27420.0,27455.12,27395.37,27398.97,434.91624
1679581200000,27398.97,27404.4,27344.0,27358.07,387.37406
1679581500000,27358.07,27399.28,27350.0,27358.05,313.61216
1679581800000,27358.05,27362.87,27325.84,27334.99,294.73658
1679582100000,27334.99,27393.2,27334.99,27393.18,245.90483
1679582400000,27393.18,27410.0,27381.86,27410.0,290.03089
1679582700000,27409.99,27618.6,27400.01,27601.45,1177.71467
1679583000000,27601.45,27624.24,27549.47,27585.68,656.23975
1679583300000,27585.69,28099.99,27585.68,28045.3,3356.87061
1679583600000,28045.31,28214.28,27975.27,28081.53,2905.87642
1679583900000,28081.54,28281.01,28081.53,28206.08,2227.46555
1679584200000,28206.09,28395.46,28187.69,28347.22,2096.84398
1679584500000,28347.23,28750.0,28347.22,28531.08,4347.43657
1679584800000,28531.08,28574.07,28369.68,28408.0,1855.64043
1679585100000,28408.01,28556.72,28392.0,28476.14,1384.85487
1679585400000,28476.15,28621.43,28476.14,28562.68,1494.19264
1679585700000,28562.68,28718.58,28554.21,28598.15,1496.29331
1679586000000,28598.14,28630.7,28466.87,28513.71,1095.61059
1679586300000,28513.72,28629.99,28513.71,28611.67,743.12798
1679586600000,28611.66,28669.27,28578.69,28605.8,809.64985
1679586900000,28605.8,28648.46,28536.93,28580.87,678.70747
1679587200000,28580.86,28647.05,28480.0,28506.62,818.23819
1679587500000,28506.62,28606.58,28506.61,28538.14,813.87572
1679587800000,28538.13,28581.84,28440.0,28454.92,932.14394
1679588100000,28454.92,28538.29,28351.81,28372.15,1119.43069
1679588400000,28372.16,28455.78,28372.15,28411.01,619.34714
1679588700000,28411.01,28520.0,28383.88,28484.11,761.59871
1679589000000,28484.11,28522.81,28431.9,28444.0,425.51154
1679589300000,28444.0,28456.24,28372.55,28417.01,609.6207
1679589600000,28417.0,28433.02,28370.0,28408.9,477.22018
1679589900000,28408.89,28439.6,28373.71,28415.99,400.94769
1679590200000,28415.99,28515.89,28388.4,28474.58,483.95262
1679590500000,28474.58,28520.0,28445.16,28464.96,471.88249
1679590800000,28464.96,28498.0,28448.13,28498.0,281.02226
1679591100000,28497.99,28509.98,28389.73,28398.18,453.08168
1679591400000,28398.18,28400.38,28260.25,28342.2,829.89191
1679591700000,28342.19,28353.02,28260.01,28330.93,740.9687
1679592000000,28330.92,28395.27,28300.0,28300.0,583.72888
1679592300000,28300.01,28300.01,28150.33,28215.68,1080.0016
1679592600000,28215.67,28293.49,28208.97,28211.83,535.33207
1679592900000,28211.83,28255.72,28150.0,28195.25,653.73085
1679593200000,28195.26,28327.38,28180.0,28300.01,586.15822
1679593500000,28300.01,28340.83,28245.57,28290.77,483.17295
1679593800000,28290.77,28299.73,28227.13,28258.56,358.46195
1679594100000,28258.55,28327.37,28250.01,28297.16,377.39149
1679594400000,28297.16,28324.78,28262.97,28262.98,261.34533
1679594700000,28262.98,28284.57,28241.79,28278.62,305.29908
1679595000000,28278.63,28395.0,28269.49,28355.37,462.62471
1679595300000,28355.36,28356.19,28301.02,28321.36,279.90502
1679595600000,28321.37,28321.37,28220.37,28224.92,406.00127
1679595900000,28224.92,28298.96,28170.0,28244.07,629.61826
1679596200000,28244.07,28244.08,28139.11,28183.62,515.80314
1679596500000,28183.62,28222.1,28178.27,28213.81,431.31515
1679596800000,28213.81,28234.4,28085.4,28109.97,609.90215
1679597100000,28109.97,28166.57,27950.4,27987.39,1287.48101
1679597400000,27987.4,28079.83,27970.0,27990.0,835.68321
1679597700000,27990.01,27990.01,27784.68,27903.8,2090.88326
1679598000000,27903.79,28015.7,27815.05,27846.07,1589.35924
1679598300000,27846.07,27899.18,27775.0,27887.66,1085.65103
1679598600000,27887.67,27934.48,27833.69,27932.78,621.91488
1679598900000,27932.78,27976.66,27901.06,27904.46,633.60257
1679599200000,27904.45,27916.11,27772.22,27888.57,719.45119
1679599500000,27888.56,27933.71,27869.96,27908.23,457.4047
