timestamp,open,high,low,close,volume,fundingRate,markPrice,openInterestAmount,openInterestValue,CMCCirculatingSupply
1663085100000,20787.56,20821.0,20738.42,20817.89,2177.38304,,,,,
1663085400000,20820.38,20881.85,20806.09,20870.14,1748.92861,,,,,
1663085700000,20870.14,20905.9,20816.75,20827.18,1776.64673,,,,,
1663086000000,20828.64,20839.93,20771.6,20780.38,1468.32519,,,,,
1663086300000,20780.38,20798.54,20701.99,20738.29,2106.93003,,,,,
1663086600000,20738.29,20771.07,20678.07,20766.11,2005.03343,,,,,
1663086900000,20765.32,20799.86,20747.0,20798.84,1243.26049,,,,,
1663087200000,20797.34,20815.48,20740.0,20805.72,1533.24634,,,,,
1663087500000,20805.72,20843.68,20787.67,20821.63,1456.35417,,,,,
1663087800000,20821.62,20823.33,20780.46,20791.78,1115.13898,,,,,
1663088100000,20790.75,20797.75,20756.21,20766.79,1098.73708,,,,,
1663088400000,20766.79,20829.8,20727.1,20764.28,1810.95345,,,,,
1663088700000,20763.0,20808.0,20756.62,20778.23,1174.2934,,,,,
1663089000000,20777.04,20797.69,20753.99,20792.98,1250.10282,,,,,
1663089300000,20792.98,20830.0,20777.42,20788.94,1307.82075,,,,,
1663089600000,20788.78,20822.03,20773.1,20812.89,1114.84246,,,,,
1663089900000,20812.89,20927.73,20807.53,20902.52,1968.43512,,,,,
1663090200000,20902.52,20914.04,20842.55,20859.78,1625.07241,,,,,
1663090500000,20858.26,20870.16,20810.55,20842.57,1418.10953,,,,,
1663090800000,20842.4,20857.24,20792.31,20800.04,1044.54491,,,,,
1663091100000,20801.01,20811.55,20775.0,20798.96,1017.73411,,,,,
1663091400000,20799.1,20801.81,20739.02,20755.88,1147.56478,,,,,
1663091700000,20755.88,20771.08,20723.37,20764.12,932.28028,,,,,
1663092000000,20763.31,20766.36,20741.4,20752.86,853.00025,,,,,
1663092300000,20752.86,20762.44,20730.0,20737.02,913.0444,,,,,
1663092600000,20735.76,20754.09,20651.0,20742.5,1987.17795,,,,,
1663092900000,20743.54,20787.59,20740.63,20771.34,1181.16686,,,,,
1663093200000,20770.71,20790.41,20738.62,20745.91,1027.12641,,,,,
1663093500000,20745.91,20747.17,20660.42,20711.71,1356.89023,,,,,
1663093800000,20711.71,20716.44,20610.0,20673.34,1950.15421,,,,,
1663094100000,20674.84,20678.68,20577.0,20617.25,1648.63877,,,,,
1663094400000,20615.36,20628.0,20558.47,20558.47,1405.68968,,,,,
1663094700000,20559.45,20578.22,20454.92,20469.99,2890.44562,,,,,
1663095000000,20469.99,20513.29,20331.15,20342.02,2302.49208,,,,,
1663095300000,20339.6,20355.05,20230.78,20246.35,3215.83727,,,,,
1663095600000,20248.52,20344.15,20220.1,20228.54,2122.35807,,,,,
1663095900000,20231.04,20247.98,20066.0,20124.88,3234.42148,,,,,
1663096200000,20124.88,20161.67,20030.0,20154.44,1965.36627,,,,,
1663096500000,20156.1,20209.81,20127.7,20173.73,1476.12142,,,,,
1663096800000,20173.73,20281.26,20165.18,20257.75,2013.51655,,,,,
1663097100000,20257.75,20270.0,20190.24,20206.7,1349.22974,,,,,
1663097400000,20205.01,20259.18,20196.88,20229.59,1302.70482,,,,,
1663097700000,20230.86,20298.57,20164.79,20292.36,1518.4634,,,,,
1663098000000,20290.99,20300.0,20241.54,20260.4,1143.44576,,,,,
1663098300000,20260.4,20264.17,20195.91,20241.43,1154.02793,,,,,
1663098600000,20241.43,20339.76,20235.02,20335.57,1330.08565,,,,,
1663098900000,20335.58,20346.0,20260.86,20283.58,1339.41227,,,,,
1663099200000,20284.89,20324.43,20271.49,20296.89,891.25142,,,,,
1663099500000,20296.88,20303.75,20248.52,20256.19,804.94469,,,,,
1663099800000,20256.19,20312.22,20241.62,20301.66,1194.61438,,,,,
1663100100000,20300.6,20317.46,20248.14,20311.79,947.90198,,,,,
1663100400000,20313.1,20324.72,20276.51,20290.18,837.40074,,,,,
1663100700000,20290.18,20295.77,20261.44,20277.9,701.90696,,,,,
1663101000000,20276.9,20278.44,20258.39,20270.96,611.09136,,,,,
1663101300000,20270.87,20312.2,20258.05,20307.05,753.29216,,,,,
1663101600000,20305.98,20421.15,20299.41,20349.25,1446.49793,,,,,
1663101900000,20348.31,20355.0,20284.82,20320.03,844.66224,,,,,
1663102200000,20318.91,20346.0,20275.0,20337.16,903.12604,,,,,
1663102500000,20337.16,20343.9,20224.1,20233.14,1327.03481,,,,,
1663102800000,20233.14,20250.0,20151.1,20156.42,1078.44729,,,,,
1663103100000,20157.86,20252.55,20111.63,20222.06,1440.95573,,,,,
1663103400000,20223.54,20224.26,20181.39,20214.34,467.91121,,,,,
1663103700000,20214.34,20229.52,20160.39,20181.83,586.70974,,,,,
1663104000000,20182.25,20281.0,20176.02,20188.08,1128.66469,,,,,
1663104300000,20188.08,20192.28,20140.0,20141.36,530.5255,,,,,
1663104600000,20141.36,20164.75,20133.76,20142.9,326.89012,,,,,
1663104900000,20142.9,20160.04,20057.0,20091.75,1238.46546,,,,,
1663105200000,20093.43,20095.17,19860.0,20002.57,2960.31165,,,,,
1663105500000,20002.67,20150.0,19994.83,20068.99,1532.06509,,,,,
1663105800000,20068.99,20137.68,20050.0,20086.57,863.44757,,,,,
1663106100000,20086.57,20149.99,20079.76,20131.58,799.79625,,,,,
1663106400000,20131.58,20160.89,20096.53,20118.27,1414.72689,,,,,
1663106700000,20116.95,20152.75,20068.85,20137.4,1148.41038,,,,,
1663107000000,20138.12,20153.22,20090.62,20113.54,758.22232,,,,,
1663107300000,20113.54,20181.56,20088.45,20161.74,1361.74501,,,,,
1663107600000,20160.89,20173.96,20145.0,20162.04,816.30576,,,,,
1663107900000,20161.16,20171.58,20136.05,20147.29,894.15652,,,,,
1663108200000,20148.4,20196.92,20125.9,20185.01,1035.86855,,,,,
1663108500000,20185.01,20232.47,20180.56,20224.45,1296.37963,,,,,
1663108800000,20224.35,20227.99,20196.13,20209.24,958.14974,,,,,
1663109100000,20208.17,20256.13,20180.34,20229.28,1259.30159,,,,,
1663109400000,20229.28,20235.46,20193.94,20232.81,772.76876,,,,,
1663109700000,20231.29,20265.0,20219.87,20224.16,875.52704,,,,,
1663110000000,20224.16,20245.0,20201.33,20232.33,800.77321,,,,,
1663110300000,20234.01,20241.18,20167.67,20191.58,860.10132,,,,,
1663110600000,20191.58,20213.18,20160.0,20173.22,727.08262,,,,,
1663110900000,20171.95,20196.37,20116.17,20125.85,811.53678,,,,,
1663111200000,20126.71,20181.16,20098.87,20153.9,1004.942,,,,,
1663111500000,20153.21,20182.67,20143.63,20166.24,708.41882,,,,,
1663111800000,20167.19,20190.56,20130.0,20137.5,954.28504,,,,,
1663112100000,20137.5,20173.13,20125.0,20165.57,551.7874,,,,,
1663112400000,20166.81,20181.49,20155.93,20158.19,470.41647,,,,,
1663112700000,20159.42,20171.19,20130.0,20167.47,604.61582,,,,,
1663113000000,20166.6,20196.49,20164.32,20172.77,575.91744,,,,,
1663113300000,20173.81,20180.99,20160.92,20173.57,408.3234,,,,,
1663113900000,20141.32,20189.4,20121.35,20188.7,1045.28106,,,,,
1663114200000,20187.79,20220.38,20177.91,20206.43,1070.01749,,,,,
1663114500000,20207.19,20209.7,20092.12,20108.93,1354.88682,,,,,
1663114800000,20109.2,20181.29,20042.15,20176.27,1819.28581,,,,,
1663115100000,20175.74,20208.38,20169.11,20197.24,1365.16451,,,,,
1663115400000,20197.24,20209.0,20134.24,20148.87,1110.18339,,,,,
1663115700000,20150.0,20179.31,20126.28,20169.76,959.83596,,,,,
1663116000000,20168.44,20205.03,20150.29,20200.9,629.40669,,,,,
1663116300000,20200.9,20208.67,20160.0,20176.56,710.2802,,,,,
1663116600000,20177.65,20190.88,20173.82,20184.23,664.5968,,,,,
1663116900000,20184.23,20208.69,20169.09,20198.49,849.32625,,,,,
1663117200000,20198.49,20239.36,20182.36,20239.36,1031.76979,,,,,
1663117500000,20237.31,20288.0,20217.93,20271.47,1340.20521,,,,,
1663117800000,20271.47,20300.0,20241.17,20283.0,1613.54821,,,,,
1663118100000,20282.21,20290.13,20249.59,20262.1,1073.14737,,,,,
1663118400000,20263.1,20287.41,20252.04,20282.68,957.84998,,,,,
1663118700000,20282.68,20310.0,20258.86,20306.5,1200.40427,,,,,
1663119000000,20305.84,20312.0,20280.0,20296.44,999.0775,,,,,
1663119300000,20296.44,20310.0,20265.51,20283.91,1181.78231,,,,,
1663119600000,20284.89,20288.18,20245.12,20254.36,777.88712,,,,,
1663119900000,20253.45,20281.14,20240.66,20269.22,777.52857,,,,,
1663120200000,20268.17,20289.89,20259.22,20288.14,723.63741,,,,,
1663120500000,20288.14,20318.51,20283.45,20301.29,1159.98474,,,,,
1663120800000,20301.29,20338.59,20287.65,20329.92,1291.70598,,,,,
1663121100000,20330.52,20341.94,20318.2,20331.68,1125.96934,,,,,
1663121400000,20331.68,20368.49,20320.23,20360.57,1196.90888,,,,,
1663121700000,20359.63,20403.21,20341.89,20399.72,1251.50915,,,,,
1663122000000,20400.51,20496.25,20398.07,20489.3,2244.53983,,,,,
1663122300000,20487.89,20541.48,20380.71,20402.38,1883.30107,,,,,
1663122600000,20402.38,20473.74,20390.58,20451.75,930.57235,,,,,
1663122900000,20451.75,20452.96,20389.38,20405.28,1190.08042,,,,,
1663123200000,20405.28,20406.3,20368.97,20387.44,872.89588,,,,,
1663123500000,20386.48,20431.79,20372.75,20430.21,871.91561,,,,,
1663123800000,20429.29,20435.0,20396.8,20398.78,687.7,,,,,
1663124100000,20398.78,20452.0,20397.81,20444.29,1042.60973,,,,,
1663124400000,20444.29,20465.0,20386.98,20390.73,1175.86687,,,,,
1663124700000,20390.73,20392.63,20329.17,20379.43,1750.44923,,,,,
1663125000000,20380.22,20392.7,20364.54,20384.92,825.00032,,,,,
1663125300000,20384.92,20388.04,20353.61,20364.7,886.37092,,,,,
1663125600000,20363.94,20365.06,20321.98,20342.61,942.722,,,,,
1663125900000,20342.03,20362.13,20330.39,20346.82,903.94561,,,,,
1663126200000,20346.82,20401.8,20344.17,20392.29,1147.89199,,,,,
1663126500000,20393.4,20396.68,20357.54,20370.22,875.86792,,,,,
1663126800000,20369.47,20377.08,20340.94,20346.08,729.34519,,,,,
1663127100000,20344.83,20366.07,20322.6,20348.01,880.03488,,,,,
1663127400000,20348.01,20356.72,20316.96,20330.91,737.56633,,,,,
1663127700000,20330.53,20337.32,20300.11,20323.04,907.25202,,,,,
1663128000000,20323.04,20348.1,20312.49,20338.61,707.06925,,,,,
1663128300000,20339.4,20349.16,20319.0,20328.86,755.89786,,,,,
1663128600000,20328.85,20354.19,20327.78,20332.88,658.19138,,,,,
1663128900000,20332.88,20362.05,20327.11,20343.76,623.58291,,,,,
1663129200000,20343.39,20353.69,20299.14,20302.32,771.6746,,,,,
1663129500000,20303.05,20311.26,20282.09,20300.94,920.27298,,,,,
1663129800000,20300.94,20401.42,20299.15,20378.39,1261.30079,,,,,
1663130100000,20378.39,20388.32,20360.0,20370.81,918.30359,,,,,
1663130400000,20369.65,20401.59,20368.36,20380.44,1138.20491,,,,,
1663130700000,20379.79,20397.67,20367.87,20383.23,886.99964,,,,,
1663131000000,20383.23,20397.64,20379.2,20393.93,721.03763,,,,,
1663131300000,20393.93,20405.77,20366.1,20390.1,764.01123,,,,,
1663131600000,20390.1,20392.3,20362.21,20374.02,638.31789,,,,,
1663131900000,20373.26,20386.42,20356.46,20366.19,933.71113,,,,,
1663132200000,20366.19,20380.7,20352.04,20360.55,656.73958,,,,,
1663132500000,20360.56,20366.27,20333.79,20345.69,706.14471,,,,,
1663132800000,20344.63,20357.98,20336.06,20346.44,611.24629,,,,,
1663133100000,20347.14,20362.97,20344.59,20352.26,534.48034,,,,,
1663133400000,20353.54,20380.0,20336.14,20378.23,643.52911,,,,,
1663133700000,20378.23,20388.02,20373.77,20381.93,570.70219,,,,,
1663134000000,20381.93,20384.07,20339.46,20343.91,646.90385,,,,,
1663134300000,20343.91,20356.57,20321.2,20325.94,666.60154,,,,,
1663134600000,20326.41,20338.66,20314.66,20325.78,649.06914,,,,,
1663134900000,20325.78,20329.31,20297.57,20315.56,710.46513,,,,,
1663135200000,20314.81,20328.25,20256.46,20277.39,1333.85595,,,,,
1663135500000,20277.39,20293.9,20260.09,20278.59,1047.41415,,,,,
1663135800000,20278.59,20299.72,20244.74,20296.42,1260.48532,,,,,
1663136100000,20296.42,20329.68,20274.36,20321.53,1097.47515,,,,,
1663136400000,20321.53,20323.27,20266.25,20290.07,929.40125,,,,,
1663136700000,20290.07,20312.63,20283.27,20305.99,852.56022,,,,,
1663137000000,20305.69,20323.62,20297.59,20306.35,756.11516,,,,,
1663137300000,20305.18,20313.35,20280.91,20293.83,785.45662,,,,,
1663137600000,20292.36,20309.63,20218.15,20228.61,1338.98565,,,,,
1663137900000,20228.61,20255.76,20227.75,20248.42,835.70141,,,,,
1663138200000,20247.71,20264.34,20230.01,20249.29,820.97434,,,,,
1663138500000,20249.86,20268.35,20235.01,20239.64,649.21559,,,,,
1663138800000,20239.64,20315.0,20239.64,20300.26,1004.92725,,,,,
1663139100000,20300.26,20324.99,20297.34,20314.53,868.2714,,,,,
1663139400000,20315.33,20329.53,20293.15,20300.49,870.93612,,,,,
1663139700000,20299.62,20315.43,20239.1,20247.9,1118.63157,,,,,
1663140000000,20247.83,20287.2,20246.45,20250.42,795.02902,,,,,
1663140300000,20251.54,20259.15,20236.02,20241.37,989.02075,,,,,
1663140600000,20241.37,20270.14,20239.32,20252.73,1011.00301,,,,,
1663140900000,20252.73,20263.7,20232.62,20234.98,811.40765,,,,,
1663141200000,20234.98,20249.84,20229.52,20242.44,858.66035,,,,,
1663141500000,20242.98,20249.41,20180.48,20183.84,1613.75648,,,,,
1663141800000,20184.77,20214.5,20130.98,20214.5,1775.25007,,,,,
1663142100000,20214.17,20251.7,20211.6,20243.89,1242.44117,,,,,
1663142700000,20236.65,20266.99,20222.0,20259.98,987.66132,,,,,
1663143000000,20259.98,20267.79,20190.24,20206.21,1153.22047,,,,,
1663143300000,20206.21,20242.5,20197.63,20227.34,1031.60077,,,,,
1663143600000,20227.7,20248.18,20207.8,20229.5,1168.55234,,,,,
1663143900000,20230.07,20235.43,20208.3,20220.9,1064.29392,,,,,
1663144200000,20220.27,20343.0,20220.27,20323.15,2015.45123,,,,,
1663144500000,20323.85,20348.87,20307.04,20308.19,1422.98869,,,,,
1663144800000,20309.01,20362.29,20307.69,20357.39,1145.04807,,,,,
1663145100000,20358.07,20397.82,20352.16,20387.21,1354.08037,,,,,
1663145400000,20387.2,20419.83,20380.33,20401.32,1415.42931,,,,,
1663145700000,20402.65,20403.4,20364.1,20384.88,1392.15376,,,,,
1663146000000,20383.97,20384.9,20345.43,20354.31,1088.71979,,,,,
1663146300000,20354.31,20383.36,20337.36,20381.18,983.55805,,,,,
1663146600000,20382.07,20382.07,20329.08,20344.33,1043.39112,,,,,
1663146900000,20345.17,20366.07,20329.65,20359.55,871.07334,,,,,
1663147200000,20359.55,20386.08,20342.49,20383.24,1112.24316,,,,,
1663147500000,20381.99,20386.05,20362.24,20380.53,781.44133,,,,,
1663147800000,20380.53,20405.0,20344.29,20353.15,1126.43855,,,,,
1663148100000,20353.15,20367.9,20343.75,20364.29,700.08795,,,,,
1663148400000,20363.82,20364.29,20332.54,20333.0,720.94908,,,,,
1663148700000,20333.0,20353.78,20311.93,20324.35,952.48859,,,,,
1663149000000,20325.61,20344.85,20324.36,20332.16,781.59132,,,,,
1663149300000,20331.41,20353.48,20325.95,20347.79,882.68926,,,,,
1663149600000,20347.79,20366.37,20334.75,20359.88,794.91386,,,,,
1663149900000,20359.88,20388.15,20351.44,20377.27,865.24618,,,,,
1663150200000,20377.23,20384.42,20356.33,20362.52,643.20024,,,,,
1663150500000,20362.52,20378.91,20346.45,20351.5,802.71442,,,,,
1663150800000,20352.19,20372.92,20342.41,20362.28,926.50338,,,,,
1663151100000,20361.43,20364.35,20328.4,20332.68,840.35797,,,,,
1663151400000,20331.77,20349.56,20310.06,20339.05,1082.88872,,,,,
1663151700000,20337.8,20359.95,20333.68,20347.33,664.88809,,,,,
1663152000000,20347.34,20366.17,20341.05,20344.87,766.2523,,,,,
1663152300000,20346.47,20374.14,20344.15,20358.9,885.28537,,,,,
1663152600000,20359.78,20360.48,20338.94,20340.63,733.59095,,,,,
1663152900000,20340.3,20356.74,20334.64,20340.78,746.70032,,,,,
1663153200000,20340.0,20353.41,20326.79,20330.62,858.63011,,,,,
1663153500000,20331.08,20346.0,20323.48,20343.34,896.1054,,,,,
1663153800000,20342.39,20362.08,20322.6,20329.44,973.03881,,,,,
1663154100000,20330.22,20339.17,20290.2,20300.2,1189.24336,,,,,
1663154400000,20300.2,20311.13,20283.39,20289.27,1071.71729,,,,,
1663154700000,20288.16,20309.3,20286.43,20298.35,778.31145,,,,,
1663155000000,20298.35,20319.9,20275.96,20282.03,914.2918,,,,,
1663155300000,20282.03,20307.35,20274.25,20302.1,976.80502,,,,,
1663155600000,20302.1,20306.46,20277.97,20282.13,867.71134,,,,,
1663155900000,20281.36,20286.61,20242.83,20244.55,1244.55053,,,,,
1663156200000,20244.55,20266.35,20200.0,20205.81,1646.72125,,,,,
1663156500000,20205.58,20236.36,20091.19,20225.35,3593.08115,,,,,
1663156800000,20224.74,20232.24,20161.8,20170.36,2352.16241,,,,,
1663157100000,20169.5,20185.4,20070.0,20109.26,2665.1483,,,,,
1663157400000,20112.26,20154.3,20072.5,20142.35,1772.97402,,,,,
1663157700000,20143.07,20180.0,20098.23,20174.41,1999.78262,,,,,
1663158000000,20173.06,20208.55,20144.93,20199.06,1968.16467,,,,,
1663158300000,20197.87,20248.93,20177.69,20213.81,1246.42793,,,,,
1663158600000,20213.81,20320.0,20126.01,20257.96,2639.65108,,,,,
1663158900000,20257.96,20332.4,20230.18,20317.04,1776.89647,,,,,
1663159200000,20317.3,20347.91,20283.16,20313.94,1872.12039,,,,,
1663159500000,20313.95,20326.18,20242.73,20253.67,2002.8723,,,,,
1663159800000,20252.91,20308.31,20240.44,20303.92,1482.76169,,,,,
1663160100000,20302.48,20334.45,20292.85,20309.11,1712.98265,,,,,
1663160400000,20309.08,20330.93,20271.64,20322.43,1825.33345,,,,,
1663160700000,20322.43,20376.99,20314.79,20353.59,1931.44604,,,,,
1663161000000,20353.59,20389.99,20346.8,20378.92,1635.08465,,,,,
1663161300000,20378.02,20386.22,20348.82,20362.9,1373.74663,,,,,
1663161600000,20363.59,20371.79,20329.18,20348.29,1414.35115,,,,,
1663161900000,20349.56,20359.24,20321.23,20338.89,1054.53677,,,,,
1663162200000,20337.37,20355.0,20211.0,20220.62,2271.72025,,,,,
1663162500000,20220.62,20289.73,20182.44,20263.22,2362.0753,,,,,
1663162800000,20261.48,20317.89,20210.67,20316.39,2224.27583,,,,,
1663163100000,20316.39,20352.69,20245.28,20264.24,1871.69954,,,,,
1663163400000,20264.66,20303.4,20239.75,20266.88,1620.03832,,,,,
1663163700000,20265.79,20313.04,20240.0,20310.64,1675.99168,,,,,
1663164000000,20310.64,20314.16,20250.0,20271.91,1748.0468,,,,,
1663164300000,20271.91,20304.52,20247.36,20271.05,1635.99598,,,,,
1663164600000,20271.99,20316.76,20256.84,20275.53,1669.90314,,,,,
1663164900000,20274.63,20308.65,20231.79,20244.2,1521.40135,,,,,
1663165200000,20244.2,20259.94,20169.46,20187.72,1882.64618,,,,,
1663165500000,20187.72,20201.33,20116.24,20119.73,2009.33338,,,,,
1663165800000,20121.71,20201.83,20104.02,20152.99,2367.10914,,,,,
1663166100000,20152.99,20235.0,20150.15,20217.65,1984.10334,,,,,
1663166400000,20217.65,20268.78,20202.0,20250.33,1773.54623,,,,,
1663166700000,20250.33,20276.75,20225.5,20229.08,1825.58169,,,,,
1663167000000,20229.08,20296.0,20219.87,20287.67,1614.99085,,,,,
1663167300000,20287.37,20300.96,20265.01,20293.6,1440.03959,,,,,
1663167600000,20292.56,20299.43,20255.52,20272.17,1450.6892,,,,,
1663167900000,20272.17,20303.97,20244.13,20303.79,1756.89428,,,,,
1663168200000,20303.41,20332.09,20284.75,20288.19,1508.62935,,,,,
1663168500000,20289.31,20294.87,20246.0,20265.21,1303.50547,,,,,
1663168800000,20265.21,20269.15,20232.28,20250.18,1161.59339,,,,,
1663169100000,20250.18,20255.95,20216.12,20225.41,1215.01023,,,,,
1663169400000,20225.41,20234.41,20150.0,20210.9,1901.49358,,,,,
1663169700000,20212.18,20240.03,20200.68,20236.25,1310.82414,,,,,
1663170000000,20237.31,20266.87,20231.19,20254.8,1026.10845,,,,,
1663170300000,20254.8,20269.99,20232.99,20234.95,1139.32937,,,,,
1663170600000,20233.5,20243.69,20192.47,20212.45,1232.48684,,,,,
1663170900000,20211.8,20216.11,20172.56,20178.79,938.94536,,,,,
1663171500000,20169.23,20201.81,20142.15,20187.26,1439.15731,,,,,
1663171800000,20186.1,20210.53,20173.1,20205.7,1107.9484,,,,,
1663172100000,20204.6,20217.82,20172.0,20186.4,1334.72902,,,,,
1663172400000,20187.4,20197.73,20169.15,20192.73,1187.70008,,,,,
1663172700000,20191.62,20198.65,20108.58,20118.55,1664.66635,,,,,
1663173000000,20117.49,20165.58,20115.86,20147.71,1348.79485,,,,,
1663173300000,20147.16,20187.0,20134.52,20174.67,1190.95092,,,,,
1663173600000,20173.08,20219.41,20166.61,20211.08,1185.72527,,,,,
1663173900000,20212.52,20213.93,20178.45,20196.16,946.13999,,,,,
1663174200000,20196.16,20212.0,20183.01,20199.96,842.71534,,,,,
1663174500000,20201.1,20201.46,20114.24,20142.01,1164.81718,,,,,
1663174800000,20142.01,20164.9,20112.93,20131.68,1083.2501,,,,,
1663175100000,20130.34,20179.47,20129.08,20169.4,845.92727,,,,,
1663175400000,20169.4,20180.58,20161.62,20178.57,623.95215,,,,,
1663175700000,20178.57,20231.44,20166.43,20204.18,1233.49233,,,,,
1663176000000,20203.7,20235.19,20200.47,20210.68,873.09309,,,,,
1663176300000,20210.68,20238.71,20202.72,20227.95,803.86742,,,,,
1663176600000,20227.06,20233.75,20190.7,20207.26,920.12728,,,,,
1663176900000,20207.21,20213.4,20181.07,20184.09,750.10162,,,,,
1663177200000,20184.09,20200.0,20181.03,20189.35,761.04048,,,,,
1663177500000,20190.55,20199.29,20112.0,20144.76,1735.44264,,,,,
1663177800000,20145.13,20178.16,20130.54,20151.92,1136.98648,,,,,
1663178100000,20151.92,20153.07,20093.23,20105.17,1634.85749,,,,,
1663178400000,20104.16,20132.93,20017.26,20034.32,1686.72546,,,,,
1663178700000,20034.32,20086.71,19931.63,19990.29,2177.55622,,,,,
1663179000000,19991.32,20009.6,19700.01,19784.25,3630.25127,,,,,
1663179300000,19784.25,19793.98,19617.62,19755.4,4169.16279,,,,,
1663179600000,19755.4,19849.99,19740.04,19832.41,1683.93999,,,,,
1663179900000,19834.16,19978.09,19790.0,19937.63,2343.47054,,,,,
1663180200000,19937.63,20025.54,19935.06,19988.63,2374.29572,,,,,
1663180500000,19988.63,20010.8,19923.25,19950.28,1793.94513,,,,,
1663180800000,19950.28,19951.03,19835.0,19847.56,1767.10551,,,,,
1663181100000,19847.56,19904.71,19832.06,19873.72,1633.49901,,,,,
1663181400000,19873.72,19929.54,19785.05,19789.15,1700.42723,,,,,
1663181700000,19791.61,19813.32,19745.23,19777.83,1794.23096,,,,,
1663182000000,19777.83,19842.96,19765.81,19809.49,1410.13792,,,,,
1663182300000,19809.49,19887.6,19807.79,19872.49,1453.44655,,,,,
1663182600000,19874.37,19881.33,19811.49,19817.03,1232.28589,,,,,
1663182900000,19818.17,19820.67,19712.84,19751.15,1728.76507,,,,,
