,timestamp,open,high,low,close,volume
0,1757226300000,-0.00052919,-0.00044256,-0.0005311,-0.0004761,0.0
1,1757226600000,-0.00047612,-0.00041923,-0.0005095,-0.00050914,0.0
2,1757226900000,-0.0005091,-0.00043729,-0.00053938,-0.0005011,0.0
3,1757227200000,-0.00050104,-0.000455,-0.0006369,-0.00048833,0.0
4,1757227500000,-0.00048824,-0.00048822,-0.00048844,-0.00048822,0.0
