date,timestamp,open,high,low,close,volume,fundingRate,markPrice,openInterestAmount,openInterestValue,CMCCirculatingSupply,daily_close_ratio,daily_close_pct_change,log_daily_close_ratio,daily_open_close_ratio,daily_volatility,log_daily_volatility,rolling_20_annual_365_volatility,rolling_20_annual_252_volatility
2022-10-06,1665014400000,20158.26,20456.6,19853.0,19960.67,320122.1702,0.0001,,,,,0.9901980627296205,-0.00980193727037948,-0.009850292500254246,0.9901980627296205,0.018132012941875903,0.017944086132431116,0.34282128420178193,0.2848535364644134
2022-10-07,1665100800000,19960.67,20068.82,19320.0,19530.09,220874.83913,0.0001,,,,,0.9784285798021811,-0.02157142019781888,-0.02180748428132239,0.9784285798021811,0.01958760498398281,0.019432377490554667,0.3712550506746362,0.3084794293364223
2022-10-08,1665187200000,19530.09,19627.38,19237.14,19417.96,102480.09842,3.85e-05,,,,,0.9942586030069497,-0.005741396993050318,-0.005757942171450429,0.9942586030069497,0.018981811723959196,0.018813855074887892,0.3594381965154691,0.29866069038338305
2022-10-09,1665273600000,19416.52,19558.0,19316.04,19439.02,113900.82681,3.246e-05,,,,,1.0010845629510001,0.0010845629510001231,0.001083975237505919,1.0011588070364823,0.01872511660658043,0.018549551201636143,0.35438867810706665,0.29446499646833146
2022-10-10,1665360000000,19439.96,19525.0,19020.25,19131.87,212509.09849,6.241e-05,,,,,0.9841993063436325,-0.015800693656367493,-0.015926855342589977,0.9841517163615563,0.01919743917271048,0.019028710992304028,0.36354301305409614,0.3020714223345454
2022-10-11,1665446400000,19131.87,19268.09,18860.0,19060.0,243473.84286,0.0001,,,,,0.9962434409182166,-0.003756559081783406,-0.003763632670309744,0.9962434409182166,0.019156930504920174,0.01898943509812218,0.36279264814934575,0.30144793684339627
2022-10-12,1665532800000,19060.0,19238.31,18965.88,19155.53,213826.26731,0.0001,,,,,1.0050120671563483,0.005012067156348277,0.00499954855969873,1.0050120671563483,0.018747912869612603,0.018587048280714526,0.3551050587969829,0.2950602441451278
2022-10-13,1665619200000,19155.1,19513.79,18190.0,19375.13,399756.68337,7.466e-05,,,,,1.0114640524172394,0.011464052417239357,0.011398838108565434,1.0114867580957554,0.016273692728057117,0.01615719218633221,0.3086827232958094,0.25648747446066605
2022-10-14,1665705600000,19375.58,19951.87,19070.37,19176.93,351634.32601,3.235e-05,,,,,0.9897703912180201,-0.010229608781979871,-0.010282290815579725,0.989747403690625,0.009775731163921554,0.00982406153424043,0.1876884320767212,0.155952142105175
2022-10-15,1665792000000,19176.93,19227.68,18975.18,19069.39,113847.64232,4.317e-05,,,,,0.9943922202354599,-0.005607779764540077,-0.0056235623928088925,0.9943922202354599,0.009718361843232739,0.009767732597209264,0.18661226924579025,0.1550579479511685
2022-10-16,1665878400000,19068.4,19425.84,19063.74,19262.98,131894.61885,2.735e-05,,,,,1.0101518716644844,0.010151871664484391,0.010100687533673864,1.0102043170900548,0.010731435195256085,0.01077777160530645,0.2059090374007288,0.17109182013056554
2022-10-17,1665964800000,19262.98,19676.96,19152.03,19549.86,222813.87634,3.31e-06,,,,,1.0148928151303693,0.01489281513036933,0.014783006060808625,1.0148928151303693,0.010084044187269292,0.010082417563600536,0.1926243170871274,0.16005341692558064
2022-10-18,1666051200000,19548.48,19706.66,19091.0,19327.44,260313.07848,0.0001,,,,,0.9886229364302352,-0.011377063569764756,-0.011442277457683746,0.9886927270048617,0.010594262172242418,0.01059657803425184,0.20244733908633086,0.1682154613615203
2022-10-19,1666137600000,19327.44,19360.16,19065.97,19123.97,186137.29538,7.598e-05,,,,,0.989472480576838,-0.01052751942316199,-0.010583325769578811,0.989472480576838,0.011038507825817214,0.011039842716564106,0.21091589895112894,0.17525207004777812
2022-10-20,1666224000000,19123.35,19347.82,18900.0,19041.92,223530.13068,0.0001,,,,,0.9957095728554268,-0.004290427144573172,-0.004299657437842867,0.995741854852837,0.009935670171338796,0.009923057725713964,0.18957975165920496,0.15752365792546402
2022-10-21,1666310400000,19041.92,19250.0,18650.0,19164.37,269310.75769,4.708e-05,,,,,1.006430549020267,0.006430549020266962,0.006409961253210738,1.006430549020267,0.010077568088127941,0.010068460620049255,0.19235767005498156,0.1598318573153851
2022-10-22,1666396800000,19164.37,19257.0,19112.72,19204.35,110403.90837,3.721e-05,,,,,1.0020861630202298,0.002086163020229792,0.0020839900038091583,1.0020861630202298,0.009976946953320253,0.009966872375499569,0.19041682936801094,0.15821919392814862
2022-10-23,1666483200000,19204.29,19695.0,19070.11,19570.4,167057.20184,4.152e-05,,,,,1.019060785707405,0.019060785707404992,0.018881404774908718,1.019063969560968,0.011142639665602545,0.011111619451058905,0.21228719153820835,0.17639149038413943
2022-10-24,1666569600000,19570.4,19601.15,19157.0,19329.72,256168.14467,0.0001,,,,,0.9877018354249274,-0.012298164575072601,-0.012374412787988572,0.9877018354249274,0.011391902313147064,0.011364523768524908,0.21711892173912242,0.18040622196119688
2022-10-25,1666656000000,19330.6,20415.87,19237.0,20080.07,326370.67061,4.327e-05,,,,,1.0388184619332301,0.03881846193323013,0.03808397301398036,1.0387711710966034,0.016228652293445684,0.016057986290731387,0.30678739732159915,0.2549126296905587
2022-10-26,1666742400000,20079.02,21020.0,20050.41,20771.59,380492.69576,2.243e-05,,,,,1.0344381269587208,0.03443812695872084,0.033858406805051616,1.0344922212339047,0.018669895865266455,0.018448937262980268,0.35246645150806105,0.2928677997076706
2022-10-27,1666828800000,20771.61,20872.21,20200.0,20295.11,328643.57791,1.3e-07,,,,,0.9770609760735698,-0.022939023926430213,-0.023206217347907374,0.9770600353078072,0.020770550633281565,0.020580001965423773,0.3931803854814593,0.3266974030903908
2022-10-28,1666915200000,20295.11,20750.0,20000.09,20591.84,287039.94569,-1.228e-05,,,,,1.0146207633267323,0.014620763326732344,0.014514910485440964,1.0146207633267323,0.020261100425887264,0.020083122880805285,0.38368752389883165,0.31880969215297117
2022-10-29,1667001600000,20591.84,21085.0,20554.01,20809.67,254881.77755,2.484e-05,,,,,1.0105784621481129,0.010578462148112866,0.01052290170330112,1.0105784621481129,0.019365127962793525,0.01919683877011074,0.36675508973898885,0.3047403680658963
2022-10-30,1667088000000,20809.68,20931.21,20515.0,20627.48,192795.60886,-2.515e-05,,,,,0.9912449356477061,-0.008755064352293895,-0.008793615102669194,0.9912444593093214,0.019744386058813686,0.01957723810019135,0.37402260873579296,0.3107790202236295
2022-10-31,1667174400000,20627.48,20845.92,20237.95,20490.74,303567.61628,1.504e-05,,,,,0.9933709789077484,-0.006629021092251608,-0.006651090639639452,0.9933709789077484,0.020298844913626022,0.02012304524592859,0.3844502396135767,0.31944344005216585
2022-11-01,1667260800000,20490.74,20700.0,20330.74,20483.62,279932.43771,7.22e-06,,,,,0.9996525259702674,-0.000347474029732564,-0.00034753441282134187,0.9996525259702674,0.020377382691282597,0.020199457443952858,0.3859100926070382,0.3206564460907901
2022-11-02,1667347200000,20482.81,20800.0,20048.04,20151.84,373716.27299,4.787e-05,,,,,0.9838026676925271,-0.01619733230747289,-0.016329943003790245,0.9838415725186144,0.02103208254655878,0.02084995447776813,0.39833782098819864,0.3309827663711524
2022-11-03,1667433600000,20151.84,20393.32,20031.24,20207.82,319185.1544,2.68e-05,,,,,1.0027779101064715,0.0027779101064715483,0.002774058844848819,1.0027779101064715,0.020332060950652018,0.02015331678984787,0.3850285766481065,0.31992398591424015
2022-11-04,1667520000000,20207.12,21302.05,20180.96,21148.52,453694.39165,4.429e-05,,,,,1.0465512855914196,0.04655128559141963,0.04550026847944526,1.0465875394415434,0.0218657422190226,0.02161248569056218,0.4129059593533806,0.34308757410701757
2022-11-05,1667606400000,21148.52,21480.65,21080.65,21299.37,245621.98525,4.409e-05,,,,,1.0071328868403084,0.007132886840308439,0.007107568128679593,1.0071328868403084,0.01940437306736415,0.01918861089207785,0.3665978963498871,0.30460975455133954
2022-11-06,1667692800000,21299.37,21365.27,20886.13,20905.58,230036.97217,6.491e-05,,,,,0.9815116597345369,-0.018488340265463088,-0.018661385830795497,0.9815116597345369,0.018792896155301775,0.018555236419312678,0.3544972940382683,0.29455524650105974
2022-11-07,1667779200000,20905.58,21069.77,20384.89,20591.13,386977.60337,7.813e-05,,,,,0.9849585613027717,-0.015041438697228293,-0.015155708438383623,0.9849585613027717,0.01911486817096641,0.018872419651701496,0.36055707118447144,0.29959037421870227
2022-11-08,1667865600000,20590.67,20700.88,17166.83,18547.23,760705.362783,6.515e-05,,,,,0.9007388132657119,-0.09926118673428808,-0.10453994878635704,0.9007589359646869,0.03629747258760327,0.03756275343066035,0.7176353966547315,0.5962902248181935
2022-11-09,1667952000000,18545.38,18587.76,15588.0,15922.81,731926.929729,-0.00013884,,,,,0.8585007033395283,-0.14149929666047167,-0.15256777937932994,0.8585863433372624,0.054941116240270725,0.05823471483413074,1.1125726647332173,0.9244474387312438
2022-11-10,1668038400000,15922.68,18199.0,15754.26,17601.15,608448.36432,-0.00119172,,,,,1.1054047620991523,0.10540476209915228,0.10021156844027021,1.105413787126288,0.06861962199466869,0.07064027496349659,1.3495805582199296,1.1213796005918057
2022-11-11,1668124800000,17602.45,17695.0,16361.6,17070.31,393552.86492,-0.00019452,,,,,0.9698406070057922,-0.03015939299420778,-0.030623543661599414,0.9697689810225282,0.06866141391854713,0.07058171687264715,1.3484618074650987,1.1204500197179756
2022-11-12,1668211200000,17069.98,17119.1,16631.39,16812.08,167819.96035,5.3e-05,,,,,0.9848725652902613,-0.015127434709738652,-0.015243021519595541,0.9848916050282427,0.06866169463333788,0.07058580216054074,1.3485398567807159,1.1205148716527789
2022-11-13,1668297600000,16813.16,16954.28,16229.0,16329.85,184960.78846,3.33e-06,,,,,0.971316458165795,-0.028683541834204962,-0.02910295424526251,0.9712540652679211,0.06843775973643405,0.07025640471358606,1.342246727392884,1.115285849289929
2022-11-14,1668384000000,16331.78,17190.0,15815.21,16619.46,380210.7775,-3.809e-05,,,,,1.0177350067514397,0.017735006751439686,0.017579576532614275,1.017614736421872,0.06593580061556459,0.06781890286354075,1.2956783199348698,1.0765917069970505
2022-11-15,1668470400000,16617.72,17134.69,16527.72,16900.57,282461.84391,-0.00010925,,,,,1.0169145086543125,0.016914508654312543,0.01677305124617919,1.0170209872353126,0.06648297854822628,0.06837963932973094,1.3063911750794215,1.085493122440557
2022-11-16,1668556800000,16900.57,17015.92,16378.61,16662.76,261493.40809,-0.00013216,,,,,0.9859288769550375,-0.014071123044962497,-0.014171059886846265,0.9859288769550375,0.066514863055627,0.06842699316236267,1.3072958687815623,1.086244841229173
2022-11-17,1668643200000,16661.61,16751.0,16410.74,16692.56,228038.97873,-4.542e-05,,,,,1.001788419205462,0.0017884192054620218,0.0017868218880000477,1.0018575635847917,0.06687685255036228,0.06884259093910168,1.3152358531575608,1.0928422514052696
2022-11-18,1668729600000,16692.56,17011.0,16546.04,16700.45,214224.18184,-2.836e-05,,,,,1.0004726656666203,0.00047266566662029774,0.00047255399539148176,1.0004726656666203,0.0606763825420803,0.06238852166746191,1.191931032856242,0.9903870779824138
2022-11-19,1668816000000,16699.43,16822.41,16553.53,16700.68,104963.15558,5.556e-05,,,,,1.0000137720839857,1.3772083985674755e-05,1.377198915139681e-05,1.0000748528542591,0.03884252040531827,0.037456056202739646,0.7155969489775084,0.5945964588342445
2022-11-20,1668902400000,16700.68,16753.33,16180.0,16280.23,154842.13478,-7.79e-06,,,,,0.9748243784085437,-0.025175621591456254,-0.025497948917879515,0.9748243784085437,0.017685452694267613,0.017805403195685004,0.34017175041548064,0.28265201309410354
2022-11-21,1668988800000,16279.5,16319.0,15476.0,15781.29,324096.997753,7.898e-05,,,,,0.969353012825986,-0.03064698717401404,-0.031126427112839597,0.9693964802358795,0.01775500622952243,0.017877586623842853,0.3415508128740829,0.2837978894922181
2022-11-22,1669075200000,15781.29,16315.0,15616.63,16226.94,239548.06623,-7.485e-05,,,,,1.0282391363443673,0.028239136344367255,0.02784776288354211,1.0282391363443673,0.02077296797723359,0.020844929100539235,0.39824181129104863,0.3309029909808007
2022-11-23,1669161600000,16227.96,16706.0,16160.2,16603.11,264927.70408,9.406e-05,,,,,1.0231818198625249,0.023181819862524877,0.02291720320295262,1.0231175083004889,0.020209730367313695,0.0202395857266056,0.3866767423706593,0.32129346282942567
2022-11-24,1669248000000,16603.11,16812.63,16458.05,16598.95,206565.92346,5.42e-05,,,,,0.9997494445317775,-0.00025055546822250196,-0.00025058686248794284,0.9997494445317775,0.019423512529116286,0.019451297261436674,0.3716165123898055,0.30877977138811896
2022-11-25,1669334400000,16599.55,16666.0,16342.81,16522.14,182089.49533,2.058e-05,,,,,0.9953725988692055,-0.004627401130794517,-0.004638140695062483,0.9953366205710396,0.018518370026680896,0.01854191024208477,0.35424269777980993,0.2943436999958265
2022-11-26,1669420800000,16521.35,16701.99,16385.0,16458.57,181804.81666,3.859e-05,,,,,0.9961524354593292,-0.0038475645406708114,-0.003854985458206651,0.9962000683963478,0.018061067641098667,0.018087274288536972,0.34555689008309654,0.28712657797488933
2022-11-27,1669507200000,16457.61,16600.0,16401.0,16428.78,162025.47607,1.063e-05,,,,,0.9981900007108758,-0.0018099992891241756,-0.0018116393171025897,0.9982482268081452,0.018033277991837984,0.01805628867227243,0.3449649107155658,0.28663469656575297
2022-11-28,1669593600000,16428.77,16487.04,15995.27,16212.91,252695.40367,2.303e-05,,,,,0.9868602537741695,-0.013139746225830473,-0.013226836427965193,0.9868608544644547,0.01838281173764007,0.018398619020771088,0.35150512284046453,0.2920690223758981
2022-11-29,1669680000000,16212.18,16548.71,16100.0,16442.53,248106.25009,4.76e-05,,,,,1.0141627875563362,0.014162787556336154,0.014063432280211978,1.0142084531506557,0.019152394642366278,0.01917137756410864,0.36626865408132725,0.3043361839509283
2022-11-30,1669766400000,16442.91,17249.0,16428.3,17163.64,303019.80719,3.404e-05,,,,,1.0438563894972368,0.0438563894972368,0.04292192204564575,1.0438322656999277,0.021874544324701973,0.0217180539477202,0.4149228380744677,0.3447634182357133
2022-12-01,1669852800000,17165.53,17324.0,16855.01,16977.37,232818.18218,1.029e-05,,,,,0.9891474069602951,-0.010852593039704872,-0.010911911994265286,0.9890384975005141,0.018937368548228417,0.018680898190513048,0.3568980588061169,0.2965500652764842
2022-12-02,1669939200000,16978.0,17105.73,16787.85,17092.74,202372.2062,8.203e-05,,,,,1.0067955166200655,0.0067955166200655,0.006772531170246441,1.006758157615738,0.01748536134141801,0.01723907611590834,0.32935208674833033,0.2736618494112406
2022-12-03,1670025600000,17092.13,17188.98,16858.74,16885.2,154542.57306,3.302e-05,,,,,0.9878580028713945,-0.01214199712860553,-0.012216313353321956,0.9878932584762695,0.017044511196093844,0.016801224819171283,0.32098694946973005,0.2667111755568802
2022-12-04,1670112000000,16885.2,17202.84,16878.25,17105.7,178619.13387,6.174e-05,,,,,1.0130587733636558,0.013058773363655796,0.012974242698661298,1.0130587733636558,0.017381644524867696,0.01714885153079513,0.3276283484700582,0.27222957852511936
2022-12-05,1670198400000,17106.65,17424.25,16867.0,16966.35,233703.29225,5.4e-07,,,,,0.9918535926620949,-0.00814640733790506,-0.008179770631694087,0.9917985111053302,0.01759085731337693,0.01735956654575088,0.33165405317826113,0.27557457568760035
2022-12-06,1670284800000,16966.35,17107.01,16906.37,17088.96,218730.76883,2.206e-05,,,,,1.0072266574719961,0.007226657471996134,0.007200670308000258,1.0072266574719961,0.017474518920679086,0.01725074603950388,0.32957504032557206,0.27384710370515813
2022-12-07,1670371200000,17088.96,17142.21,16678.83,16836.64,220657.41334,7.887e-05,,,,,0.9852349118963354,-0.014765088103664614,-0.014875177009226765,0.9852349118963354,0.018400638879613233,0.01818857847334114,0.3474923038162491,0.2887347320534611
2022-12-08,1670457600000,16836.64,17299.0,16733.49,17224.1,236417.97804,1.183e-05,,,,,1.0230129051877335,0.023012905187733468,0.022752101931693153,1.0230129051877335,0.018514572945858787,0.01830063519968842,0.349633144567141,0.29051357743734263
2022-12-09,1670544000000,17224.1,17360.0,17058.21,17128.56,238422.06465,1.178e-05,,,,,0.9944531209177839,-0.005546879082216072,-0.005562320142259912,0.9944531209177839,0.01862392889897415,0.018397886005541087,0.3514911186041588,0.2920573861198633
2022-12-10,1670630400000,17128.56,17227.72,17092.0,17127.49,140573.97937,-1.669e-05,,,,,0.9999375312343828,-6.246876561721848e-05,-6.247071687181942e-05,0.9999375312343828,0.012376848105200516,0.012340954341944883,0.23577360165111447,0.19590657677993356
2022-12-11,1670716800000,17127.49,17270.99,17071.0,17085.05,155286.47871,9.29e-06,,,,,0.9975221121133334,-0.0024778878866665854,-0.0024809629316508166,0.9975221121133334,0.011843450929430193,0.011805012318831253,0.22553444367641837,0.1873987609180886
2022-12-12,1670803200000,17085.05,17241.89,16871.85,17209.83,226227.49694,2.406e-05,,,,,1.007303461213166,0.0073034612131659404,0.007276920090016073,1.007303461213166,0.011873571528892072,0.011835201666625234,0.22611121035617932,0.18787800195712526
2022-12-13,1670889600000,17208.93,18000.0,17080.14,17774.7,284462.9139,3.003e-05,,,,,1.0328225206175772,0.03282252061757718,0.032295365713004065,1.032876535612615,0.014641825987341855,0.014512430790687016,0.2772596009534844,0.23037769674716585
2022-12-14,1670976000000,17775.82,18387.95,17660.94,17803.15,266681.22209,0.0001,,,,,1.001600589602075,0.0016005896020749866,0.0015993100237424041,1.001537481815185,0.01440867540825899,0.014273434371653664,0.27269358077904043,0.22658374621318245
2022-12-15,1671062400000,17804.01,17854.82,17275.51,17356.34,223701.96882,0.0001,,,,,0.9749027559729597,-0.025097244027040277,-0.025417550422032496,0.9748556645384945,0.016806580434988755,0.016735804772766646,0.3197371012380921,0.26567266451561034
2022-12-16,1671148800000,17356.96,17531.73,16527.32,16632.12,253379.04116,4.842e-05,,,,,0.958273460879425,-0.041726539120575,-0.042622091974556034,0.9582392308330491,0.021670578605722263,0.02176592661163549,0.4158374440343633,0.3455233732156216
2022-12-17,1671235200000,16631.5,16796.82,16579.85,16776.52,144825.66684,2.013e-05,,,,,1.0086819960413946,0.008681996041394635,0.008644524244231441,1.008719598352524,0.021462775788994654,0.021575195140246528,0.41219352438993606,0.3424956049726898
2022-12-18,1671321600000,16777.54,16863.26,16663.07,16738.21,112619.31646,6.274e-05,,,,,0.9977164513260198,-0.0022835486739801736,-0.0022861599473239873,0.9976557945920557,0.019860486693265175,0.019989900484592576,0.38190651251992125,0.317329832490969
2022-12-19,1671408000000,16739.0,16815.99,16256.3,16438.88,179094.28305,6.468e-05,,,,,0.9821169647172548,-0.017883035282745152,-0.018044869047170384,0.9820706135372484,0.02043330651828466,0.020558920386925104,0.39277762248976517,0.3263627434066778
2022-12-20,1671494400000,16438.88,17061.27,16397.2,16895.56,248808.92324,5.611e-05,,,,,1.0277804813953262,0.027780481395326184,0.027401604731458414,1.0277804813953262,0.022778556299453703,0.022864778820319648,0.43683098600406123,0.36296711124637554
2022-12-21,1671580800000,16896.15,16925.0,16723.0,16824.67,156810.96362,3.778e-05,,,,,0.9958042231213405,-0.004195776878659463,-0.004204603849787203,0.9957694504369337,0.02279633952087061,0.02288063087785661,0.4371338391380662,0.3632187548584445
2022-12-22,1671667200000,16824.68,16868.52,16559.85,16821.43,176044.27235,2.918e-05,,,,,0.9998074256434154,-0.0001925743565845961,-0.00019259290140687945,0.9998068313929299,0.022604448939599814,0.02268203132048602,0.43333959992202503,0.360066084622704
2022-12-23,1671753600000,16821.9,16955.14,16731.13,16778.5,161612.00947,0.0001,,,,,0.997447898305911,-0.0025521016940890373,-0.002555363857047274,0.997420029842051,0.019025484745416613,0.01918693086239798,0.3665657994279208,0.30458308490697067
2022-12-24,1671840000000,16778.52,16869.99,16776.62,16836.12,100224.29096,0.0001,,,,,1.0034341568078196,0.003434156807819555,0.003428273556819251,1.0034329607140557,0.019111091698479868,0.01927348125028793,0.36821934226680453,0.3059570297203686
2022-12-25,1671926400000,16835.73,16857.96,16721.0,16832.11,125441.07202,5.21e-06,,,,,0.9997618216073538,-0.00023817839264617113,-0.00023820676162420736,0.9997849811086303,0.017839220411928758,0.01799708626994296,0.3438338504071928,0.28569488756426475
2022-12-26,1672012800000,16832.11,16944.52,16791.0,16919.39,124564.00656,3.319e-05,,,,,1.0051853273297287,0.005185327329728651,0.005171929813683699,1.0051853273297287,0.011564232036628914,0.011498303856964254,0.2196747867400441,0.1825299150274933
2022-12-27,1672099200000,16919.39,16972.83,16592.37,16706.36,173749.58616,8.655e-05,,,,,0.9874091205415799,-0.012590879458420079,-0.01267081627317635,0.9874091205415799,0.012096579634053755,0.012033699896988208,0.22990351372245815,0.19102906367648628
2022-12-28,1672185600000,16706.06,16785.19,16465.33,16547.31,193037.56577,4.252e-05,,,,,0.9904796736093321,-0.00952032639066791,-0.00956593439752758,0.9904974602030641,0.012436559180486317,0.012374565485205083,0.2364157416414663,0.1964401371380159
2022-12-29,1672272000000,16547.32,16664.41,16488.91,16633.47,160998.47158,9.985e-05,,,,,1.0052068886121068,0.00520688861210683,0.005193379640446887,1.005206281137973,0.011034065625153596,0.010948527779745252,0.20917132953276968,0.17380249036492856
2022-12-30,1672358400000,16633.47,16677.35,16333.0,16607.48,164916.31174,0.0001,,,,,0.9984374877881764,-0.0015625122118235746,-0.0015637342071172207,0.9984374877881764,0.005893727725489547,0.005913275929913437,0.11297297801466584,0.09387034526553098
2022-12-31,1672444800000,16607.48,16644.09,16470.0,16542.4,114490.42864,0.0001,,,,,0.9960812838552268,-0.003918716144773238,-0.003926414431065476,0.9960812838552268,0.005881343391312825,0.005900928643930875,0.11273708344719059,0.09367433817707227
2023-01-01,1672531200000,16541.77,16628.0,16499.01,16616.75,96925.41374,0.0001,,,,,1.004494511074572,0.004494511074571994,0.004484440922006132,1.0045327676542475,0.0061912051299627185,0.006210214519843838,0.1186459818097727,0.09858409924721515
2023-01-02,1672617600000,16617.17,16799.23,16548.7,16672.87,121888.57191,-1.488e-05,,,,,1.0033773150586005,0.003377315058600505,0.00337162473850112,1.0033519546348746,0.006330353230675357,0.006350311423289333,0.12132252939193541,0.10080806864301721
2023-01-03,1672704000000,16672.78,16778.4,16605.28,16675.18,159541.53733,0.0001,,,,,1.0001385484322736,0.0001385484322735664,0.00013853883532594145,1.000143947200167,0.006180237326046893,0.006200060560922886,0.11845199069697251,0.09842291014644952
2023-01-04,1672790400000,16675.65,16991.87,16652.66,16850.36,220362.18862,6.489e-05,,,,,1.0105054338244026,0.01050543382440261,0.010450635209181243,1.0104769529223747,0.007170782491514593,0.00718203263021737,0.13721254073899392,0.11401123348503767
2023-01-05,1672876800000,16850.36,16879.82,16753.0,16831.85,163473.56641,5.417e-05,,,,,0.9989015071488085,-0.0010984928511914571,-0.0010990966366733739,0.9989015071488085,0.006950658702944024,0.006961162353717398,0.1329928200314081,0.11050502654328767
