date,timestamp,open,high,low,close,volume,fundingRate,markPrice,openInterestAmount,openInterestValue,CMCCirculatingSupply,daily_close_ratio,daily_close_pct_change,log_daily_close_ratio,daily_open_close_ratio,daily_volatility,log_daily_volatility,rolling_20_annual_365_volatility,rolling_20_annual_252_volatility
2022-09-13 11:25:00,1663068300000,22671.14,22685.0,22603.57,22649.29,1574.1629,,,,,,,,,0.9990362196166581,,,,
2022-09-13 11:30:00,1663068600000,22649.96,22663.45,22516.85,22543.79,2197.37684,,,,,,0.9953420173435901,-0.004657982656409931,-0.004668864863528176,0.9953125745034429,,,,
2022-09-13 11:35:00,1663068900000,22541.74,22630.32,22536.03,22554.5,2232.66841,,,,,,1.0004750753977036,0.00047507539770363927,0.0004749625851151304,1.000566061005051,,,,
2022-09-13 11:40:00,1663069200000,22554.51,22574.99,22495.0,22570.18,1770.46071,,,,,,1.000695204948015,0.0006952049480148936,0.0006949634049964726,1.0006947612694757,,,,
2022-09-13 11:45:00,1663069500000,22570.18,22573.07,22527.77,22541.91,1319.00687,,,,,,0.9987474623596267,-0.0012525376403732524,-0.0012533227212742533,0.9987474623596267,,,,
2022-09-13 11:50:00,1663069800000,22542.65,22570.93,22482.0,22540.0,2063.81204,,,,,,0.9999152689368381,-8.473106316186918e-05,-8.473465304118575e-05,0.9998824450541528,,,,
2022-09-13 11:55:00,1663070100000,22539.99,22541.72,22510.01,22522.74,1002.33376,,,,,,0.9992342502218279,-0.0007657497781721201,-0.0007660431142911104,0.9992346935380184,,,,
2022-09-13 12:00:00,1663070400000,22522.74,22628.58,22515.2,22601.12,2158.06829,,,,,,1.003480038396749,0.003480038396749041,0.003473997075091344,1.003480038396749,,,,
2022-09-13 12:05:00,1663070700000,22601.12,22635.07,22574.56,22611.74,1462.15491,,,,,,1.000469888217929,0.00046988821792903757,0.0004697778550311602,1.000469888217929,,,,
2022-09-13 12:10:00,1663071000000,22612.63,22633.23,22579.83,22605.66,1353.68985,,,,,,0.9997311131297281,-0.0002688868702719338,-0.0002689230268279302,0.9996917651772482,,,,
2022-09-13 12:15:00,1663071300000,22606.96,22651.99,22598.92,22633.16,1478.09572,,,,,,1.00121650949364,0.00121650949364005,0.0012157701455212484,1.0011589351244041,0.0020656938730388456,0.0020672228357166865,0.03949423682216959,0.032816145167160506
