timestamp,open,high,low,close,volume
1663084800000,20829.77,20927.73,19860.0,20173.57,122087.58412
1663113600000,20173.62,20541.48,20042.15,20243.89,95126.45917
1663142400000,20243.22,20419.83,20070.0,20178.79,133716.109
1663171200000,20178.16,20393.37,19617.62,20226.71,111983.83334
1663200000000,20227.17,20330.24,19920.0,20204.23,117296.36009
1663228800000,20204.23,20225.0,19497.0,19737.36,129393.75074
1663257600000,19737.36,19947.56,19578.0,19701.88,86379.64993
1663286400000,19701.88,19859.99,19582.05,19739.1,72498.49541
1663315200000,19739.1,19890.0,19442.76,19661.24,112482.3118
1663344000000,19661.24,19819.22,19320.01,19803.3,98810.26343
1663372800000,19803.3,20071.09,19770.0,19842.09,60737.94001
1663401600000,19842.22,20037.99,19748.08,19963.34,58836.7635
1663430400000,19963.34,20189.0,19935.08,20113.62,59775.53987
1663459200000,20112.61,20117.26,19949.95,20053.17,51463.54122
1663488000000,20052.57,20102.16,19725.0,19814.63,89692.2563
1663516800000,19814.63,19879.44,19335.62,19416.18,113061.67152
1663545600000,19417.45,19518.17,18232.56,18468.74,126303.52189
1663574400000,18468.74,19433.48,18367.88,19080.49,149974.86851
1663603200000,19081.24,19686.2,18877.0,19537.02,104234.01266
1663632000000,19537.02,19634.62,19174.74,19357.93,85803.99084
1663660800000,19358.87,19424.29,18777.0,19238.1,125849.43449
1663689600000,19238.09,19319.28,18711.87,18875.0,112444.90327
1663718400000,18874.31,19135.57,18791.2,18947.82,71394.46973
1663747200000,18946.8,19477.77,18823.53,19191.17,112290.23752
1663776000000,19191.81,19956.0,18125.98,18461.36,201349.39296
1663804800000,18461.36,18969.87,18356.39,18934.29,113839.37223
1663833600000,18934.29,19317.66,18794.06,18986.89,145858.41307
1663862400000,18985.96,19550.17,18780.01,19401.63,119623.93581
1663891200000,19401.63,19500.0,19200.0,19223.27,91841.42731
1663920000000,19223.27,19273.52,18531.42,18711.86,153315.97621
1663948800000,18712.08,19406.73,18572.55,19289.91,140729.51477
1663977600000,19288.57,19316.14,18925.94,18997.14,88643.01629
1664006400000,18996.63,19225.92,18940.23,19124.14,79029.51341
1664035200000,19124.14,19195.0,18805.34,18920.5,71824.03776
1664064000000,18921.99,19132.21,18913.43,19098.09,54589.69079
1664092800000,19098.09,19180.21,18841.91,18988.74,62168.38474
1664121600000,18988.74,19123.27,18629.2,18807.38,74433.37367
1664150400000,18809.13,18948.11,18680.72,18911.18,127414.14201
1664179200000,18911.18,19318.96,18803.13,19113.48,193647.9256
