info,symbol,fundingRate,timestamp,datetime,markPrice
"{'symbol': 'BTCUSDT', 'fundingTime': '1743004800001', 'fundingRate': '-0.00003082', 'markPrice': '86704.27858519'}",BTC/USDT:USDT,-3.082e-05,1743004800000,2025-03-26T16:00:00.001Z,86704.27858519
"{'symbol': 'BTCUSDT', 'fundingTime': '1743033600001', 'fundingRate': '0.00003136', 'markPrice': '86873.80000000'}",BTC/USDT:USDT,3.136e-05,1743033600000,2025-03-27T00:00:00.001Z,86873.80000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743062400001', 'fundingRate': '0.00005512', 'markPrice': '87363.20000000'}",BTC/USDT:USDT,5.512e-05,1743062400000,2025-03-27T08:00:00.001Z,87363.20000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743091200002', 'fundingRate': '-0.00003760', 'markPrice': '86931.84454074'}",BTC/USDT:USDT,-3.76e-05,1743091200000,2025-03-27T16:00:00.002Z,86931.84454074
"{'symbol': 'BTCUSDT', 'fundingTime': '1743120000001', 'fundingRate': '0.00001584', 'markPrice': '87191.20000000'}",BTC/USDT:USDT,1.584e-05,1743120000000,2025-03-28T00:00:00.001Z,87191.20000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743148800001', 'fundingRate': '-0.00000457', 'markPrice': '85181.54060741'}",BTC/USDT:USDT,-4.57e-06,1743148800000,2025-03-28T08:00:00.001Z,85181.54060741
"{'symbol': 'BTCUSDT', 'fundingTime': '1743177600000', 'fundingRate': '0.00008118', 'markPrice': '84011.10000000'}",BTC/USDT:USDT,8.118e-05,1743177600000,2025-03-28T16:00:00.000Z,84011.10000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743206400000', 'fundingRate': '0.00005364', 'markPrice': '84380.70000000'}",BTC/USDT:USDT,5.364e-05,1743206400000,2025-03-29T00:00:00.000Z,84380.70000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743235200000', 'fundingRate': '0.00008214', 'markPrice': '83699.76590769'}",BTC/USDT:USDT,8.214e-05,1743235200000,2025-03-29T08:00:00.000Z,83699.76590769
"{'symbol': 'BTCUSDT', 'fundingTime': '1743264000000', 'fundingRate': '0.00002530', 'markPrice': '82371.60000000'}",BTC/USDT:USDT,2.53e-05,1743264000000,2025-03-29T16:00:00.000Z,82371.60000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743292800000', 'fundingRate': '0.00000341', 'markPrice': '82608.11504215'}",BTC/USDT:USDT,3.41e-06,1743292800000,2025-03-30T00:00:00.000Z,82608.11504215
"{'symbol': 'BTCUSDT', 'fundingTime': '1743321600000', 'fundingRate': '0.00000427', 'markPrice': '83037.50000000'}",BTC/USDT:USDT,4.27e-06,1743321600000,2025-03-30T08:00:00.000Z,83037.50000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743350400000', 'fundingRate': '0.00004588', 'markPrice': '82699.90000000'}",BTC/USDT:USDT,4.588e-05,1743350400000,2025-03-30T16:00:00.000Z,82699.90000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743379200000', 'fundingRate': '0.00002643', 'markPrice': '82345.30000000'}",BTC/USDT:USDT,2.643e-05,1743379200000,2025-03-31T00:00:00.000Z,82345.30000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743408000000', 'fundingRate': '0.00006020', 'markPrice': '81895.20000000'}",BTC/USDT:USDT,6.02e-05,1743408000000,2025-03-31T08:00:00.000Z,81895.20000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743436800000', 'fundingRate': '0.00001845', 'markPrice': '83373.40000000'}",BTC/USDT:USDT,1.845e-05,1743436800000,2025-03-31T16:00:00.000Z,83373.40000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743465600000', 'fundingRate': '0.00003961', 'markPrice': '82517.67674815'}",BTC/USDT:USDT,3.961e-05,1743465600000,2025-04-01T00:00:00.000Z,82517.67674815
"{'symbol': 'BTCUSDT', 'fundingTime': '1743494400001', 'fundingRate': '0.00002889', 'markPrice': '83415.20000000'}",BTC/USDT:USDT,2.889e-05,1743494400000,2025-04-01T08:00:00.001Z,83415.20000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743523200000', 'fundingRate': '0.00003573', 'markPrice': '85245.40000000'}",BTC/USDT:USDT,3.573e-05,1743523200000,2025-04-01T16:00:00.000Z,85245.40000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743552000001', 'fundingRate': '-0.00002112', 'markPrice': '85120.90000000'}",BTC/USDT:USDT,-2.112e-05,1743552000000,2025-04-02T00:00:00.001Z,85120.90000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1743580800000', 'fundingRate': '0.00003036', 'markPrice': '84393.10059259'}",BTC/USDT:USDT,3.036e-05,1743580800000,2025-04-02T08:00:00.000Z,84393.10059259
