info,symbol,fundingRate,timestamp,datetime,markPrice
"{'symbol': 'BTCUSDT', 'fundingTime': '1755158400003', 'fundingRate': '0.00010000', 'markPrice': '121739.29889855'}",BTC/USDT:USDT,0.0001,1755158400000,2025-08-14T08:00:00.003Z,121739.29889855
"{'symbol': 'BTCUSDT', 'fundingTime': '1755187200000', 'fundingRate': '0.00010000', 'markPrice': '118206.50000000'}",BTC/USDT:USDT,0.0001,1755187200000,2025-08-14T16:00:00.000Z,118206.50000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755216000000', 'fundingRate': '0.00001939', 'markPrice': '118245.12016304'}",BTC/USDT:USDT,1.939e-05,1755216000000,2025-08-15T00:00:00.000Z,118245.12016304
"{'symbol': 'BTCUSDT', 'fundingTime': '1755244800000', 'fundingRate': '0.00007990', 'markPrice': '118908.40000000'}",BTC/USDT:USDT,7.99e-05,1755244800000,2025-08-15T08:00:00.000Z,118908.40000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755273600000', 'fundingRate': '0.00003722', 'markPrice': '117224.26810507'}",BTC/USDT:USDT,3.722e-05,1755273600000,2025-08-15T16:00:00.000Z,117224.26810507
"{'symbol': 'BTCUSDT', 'fundingTime': '1755302400004', 'fundingRate': '0.00008850', 'markPrice': '117282.05060833'}",BTC/USDT:USDT,8.85e-05,1755302400000,2025-08-16T00:00:00.004Z,117282.05060833
"{'symbol': 'BTCUSDT', 'fundingTime': '1755331200000', 'fundingRate': '0.00008268', 'markPrice': '117543.60000000'}",BTC/USDT:USDT,8.268e-05,1755331200000,2025-08-16T08:00:00.000Z,117543.60000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755360000002', 'fundingRate': '0.00009023', 'markPrice': '117626.90000000'}",BTC/USDT:USDT,9.023e-05,1755360000000,2025-08-16T16:00:00.002Z,117626.90000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755388800000', 'fundingRate': '0.00008206', 'markPrice': '117333.60187083'}",BTC/USDT:USDT,8.206e-05,1755388800000,2025-08-17T00:00:00.000Z,117333.60187083
"{'symbol': 'BTCUSDT', 'fundingTime': '1755417600001', 'fundingRate': '0.00004680', 'markPrice': '117949.90000000'}",BTC/USDT:USDT,4.68e-05,1755417600000,2025-08-17T08:00:00.001Z,117949.90000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755446400007', 'fundingRate': '0.00001862', 'markPrice': '118193.93730833'}",BTC/USDT:USDT,1.862e-05,1755446400000,2025-08-17T16:00:00.007Z,118193.93730833
"{'symbol': 'BTCUSDT', 'fundingTime': '1755475200000', 'fundingRate': '0.00002846', 'markPrice': '117358.84539167'}",BTC/USDT:USDT,2.846e-05,1755475200000,2025-08-18T00:00:00.000Z,117358.84539167
"{'symbol': 'BTCUSDT', 'fundingTime': '1755504000001', 'fundingRate': '-0.00000682', 'markPrice': '115153.20000000'}",BTC/USDT:USDT,-6.82e-06,1755504000000,2025-08-18T08:00:00.001Z,115153.20000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755532800002', 'fundingRate': '0.00005296', 'markPrice': '116099.90000000'}",BTC/USDT:USDT,5.296e-05,1755532800000,2025-08-18T16:00:00.002Z,116099.90000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755561600000', 'fundingRate': '0.00007137', 'markPrice': '116183.60000000'}",BTC/USDT:USDT,7.137e-05,1755561600000,2025-08-19T00:00:00.000Z,116183.60000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755590400001', 'fundingRate': '0.00006262', 'markPrice': '114928.80000000'}",BTC/USDT:USDT,6.262e-05,1755590400000,2025-08-19T08:00:00.001Z,114928.80000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755619200000', 'fundingRate': '0.00003167', 'markPrice': '113730.00000000'}",BTC/USDT:USDT,3.167e-05,1755619200000,2025-08-19T16:00:00.000Z,113730.00000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755648000000', 'fundingRate': '0.00004543', 'markPrice': '112829.16656522'}",BTC/USDT:USDT,4.543e-05,1755648000000,2025-08-20T00:00:00.000Z,112829.16656522
"{'symbol': 'BTCUSDT', 'fundingTime': '1755676800000', 'fundingRate': '0.00001364', 'markPrice': '113436.70000000'}",BTC/USDT:USDT,1.364e-05,1755676800000,2025-08-20T08:00:00.000Z,113436.70000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755705600000', 'fundingRate': '0.00004936', 'markPrice': '113293.10000000'}",BTC/USDT:USDT,4.936e-05,1755705600000,2025-08-20T16:00:00.000Z,113293.10000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1755734400006', 'fundingRate': '0.00001143', 'markPrice': '114221.25347464'}",BTC/USDT:USDT,1.143e-05,1755734400000,2025-08-21T00:00:00.006Z,114221.25347464
"{'symbol': 'BTCUSDT', 'fundingTime': '1755763200000', 'fundingRate': '0.00007757', 'markPrice': '113836.80000000'}",BTC/USDT:USDT,7.757e-05,1755763200000,2025-08-21T08:00:00.000Z,113836.80000000
