info,symbol,fundingRate,timestamp,datetime,markPrice
"{'symbol': 'BTCUSDT', 'fundingTime': '1754496000000', 'fundingRate': '0.00008288', 'markPrice': '115389.84358140'}",BTC/USDT:USDT,8.288e-05,1754496000000,2025-08-06T16:00:00.000Z,115389.84358140
"{'symbol': 'BTCUSDT', 'fundingTime': '1754524800003', 'fundingRate': '0.00004843', 'markPrice': '114945.22391860'}",BTC/USDT:USDT,4.843e-05,1754524800000,2025-08-07T00:00:00.003Z,114945.22391860
"{'symbol': 'BTCUSDT', 'fundingTime': '1754553600002', 'fundingRate': '0.00007574', 'markPrice': '114751.20000000'}",BTC/USDT:USDT,7.574e-05,1754553600000,2025-08-07T08:00:00.002Z,114751.20000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1754582400002', 'fundingRate': '0.00006275', 'markPrice': '116634.60000000'}",BTC/USDT:USDT,6.275e-05,1754582400000,2025-08-07T16:00:00.002Z,116634.60000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1754611200002', 'fundingRate': '0.00002403', 'markPrice': '117419.90000000'}",BTC/USDT:USDT,2.403e-05,1754611200000,2025-08-08T00:00:00.002Z,117419.90000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1754640000004', 'fundingRate': '0.00001729', 'markPrice': '116773.12222500'}",BTC/USDT:USDT,1.729e-05,1754640000000,2025-08-08T08:00:00.004Z,116773.12222500
"{'symbol': 'BTCUSDT', 'fundingTime': '1754668800000', 'fundingRate': '0.00007973', 'markPrice': '116170.72810417'}",BTC/USDT:USDT,7.973e-05,1754668800000,2025-08-08T16:00:00.000Z,116170.72810417
"{'symbol': 'BTCUSDT', 'fundingTime': '1754697600005', 'fundingRate': '0.00008835', 'markPrice': '116628.20000000'}",BTC/USDT:USDT,8.835e-05,1754697600000,2025-08-09T00:00:00.005Z,116628.20000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1754726400000', 'fundingRate': '0.00009087', 'markPrice': '116703.20000000'}",BTC/USDT:USDT,9.087e-05,1754726400000,2025-08-09T08:00:00.000Z,116703.20000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1754755200007', 'fundingRate': '0.00005151', 'markPrice': '116839.01276667'}",BTC/USDT:USDT,5.151e-05,1754755200000,2025-08-09T16:00:00.007Z,116839.01276667
