info,symbol,fundingRate,timestamp,datetime,markPrice
"{'symbol': 'BTCUSDT', 'fundingTime': '1731484800010', 'fundingRate': '0.00013101', 'markPrice': '87398.59256270'}",BTC/USDT:USDT,0.00013101,1731484800000,2024-11-13T08:00:00.010Z,87398.59256270
"{'symbol': 'BTCUSDT', 'fundingTime': '1731513600000', 'fundingRate': '0.00021856', 'markPrice': '92602.70000000'}",BTC/USDT:USDT,0.00021856,1731513600000,2024-11-13T16:00:00.000Z,92602.70000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1731542400001', 'fundingRate': '0.00010000', 'markPrice': '90413.12446212'}",BTC/USDT:USDT,0.0001,1731542400000,2024-11-14T00:00:00.001Z,90413.12446212
"{'symbol': 'BTCUSDT', 'fundingTime': '1731571200000', 'fundingRate': '0.00010000', 'markPrice': '90818.90000000'}",BTC/USDT:USDT,0.0001,1731571200000,2024-11-14T08:00:00.000Z,90818.90000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1731600000000', 'fundingRate': '0.00010000', 'markPrice': '87998.09286364'}",BTC/USDT:USDT,0.0001,1731600000000,2024-11-14T16:00:00.000Z,87998.09286364
"{'symbol': 'BTCUSDT', 'fundingTime': '1731628800000', 'fundingRate': '0.00010000', 'markPrice': '87376.26048485'}",BTC/USDT:USDT,0.0001,1731628800000,2024-11-15T00:00:00.000Z,87376.26048485
"{'symbol': 'BTCUSDT', 'fundingTime': '1731657600000', 'fundingRate': '0.00010000', 'markPrice': '87691.73393182'}",BTC/USDT:USDT,0.0001,1731657600000,2024-11-15T08:00:00.000Z,87691.73393182
"{'symbol': 'BTCUSDT', 'fundingTime': '1731686400000', 'fundingRate': '0.00010977', 'markPrice': '88485.40000000'}",BTC/USDT:USDT,0.00010977,1731686400000,2024-11-15T16:00:00.000Z,88485.40000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1731715200001', 'fundingRate': '0.00010000', 'markPrice': '91074.60000000'}",BTC/USDT:USDT,0.0001,1731715200000,2024-11-16T00:00:00.001Z,91074.60000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1731744000001', 'fundingRate': '0.00010000', 'markPrice': '91172.07627273'}",BTC/USDT:USDT,0.0001,1731744000000,2024-11-16T08:00:00.001Z,91172.07627273
"{'symbol': 'BTCUSDT', 'fundingTime': '1731772800000', 'fundingRate': '0.00013231', 'markPrice': '90578.00000000'}",BTC/USDT:USDT,0.00013231,1731772800000,2024-11-16T16:00:00.000Z,90578.00000000
"{'symbol': 'BTCUSDT', 'fundingTime': '1731801600000', 'fundingRate': '0.00015765', 'markPrice': '90607.94334091'}",BTC/USDT:USDT,0.00015765,1731801600000,2024-11-17T00:00:00.000Z,90607.94334091
"{'symbol': 'BTCUSDT', 'fundingTime': '1731830400000', 'fundingRate': '0.00010000', 'markPrice': '90599.90000000'}",BTC/USDT:USDT,0.0001,1731830400000,2024-11-17T08:00:00.000Z,90599.90000000
